order_id,product_id,unit_price,quantity,discount
47,212,429.8,10,0.15
47,853,243.72,6,0.1
47,431,379.2,7,0.2
48,820,117.52,7,0.15
48,618,24.22,6,0.15
48,920,364.85,8,0.05
48,226,490.55,9,0.0
48,500,454.4,10,0.2
49,86,324.95,3,0.15
50,52,195.76,4,0.15
50,267,170.15,7,0.1
51,259,19.5,9,0.0
51,855,499.95,6,0.05
51,84,328.57,1,0.0
51,482,475.31,4,0.0
52,157,66.05,4,0.15
52,245,352.74,6,0.05
52,130,306.89,2,0.05
52,485,482.71,2,0.2
52,686,22.58,5,0.2
53,407,47.24,4,0.0
53,965,351.62,5,0.2
53,733,404.71,10,0.0
53,204,180.13,7,0.1
54,519,327.3,1,0.15
55,109,321.44,8,0.05
55,444,223.39,9,0.1
55,984,311.8,9,0.15
55,371,237.79,10,0.1
56,873,467.96,5,0.15
56,252,129.49,8,0.2
56,851,309.06,7,0.1
57,507,426.97,3,0.15
58,364,136.59,5,0.2
58,817,353.58,5,0.2
59,530,474.55,2,0.05
60,501,348.4,8,0.15
60,569,398.54,2,0.1
60,777,118.58,4,0.1
60,247,335.34,6,0.15
61,544,172.09,8,0.1
61,353,160.25,4,0.0
61,436,363.43,6,0.0
61,764,374.01,3,0.05
61,564,116.03,8,0.1
62,779,417.99,5,0.05
62,538,186.83,5,0.0
62,612,356.93,3,0.1
62,290,32.3,1,0.2
62,103,153.15,3,0.15
63,894,16.01,5,0.15
64,452,35.17,8,0.0
64,349,412.84,7,0.15
64,189,46.3,1,0.05
64,989,83.11,10,0.1
65,255,68.04,7,0.2
66,810,196.39,8,0.1
66,634,431.48,7,0.1
66,232,288.63,1,0.2
66,795,480.45,2,0.05
66,536,316.5,5,0.0
67,246,280.48,3,0.0
67,178,210.17,10,0.15
68,34,356.41,8,0.0
68,238,346.82,5,0.2
68,296,333.98,4,0.15
69,558,120.16,3,0.1
70,74,91.3,5,0.2
70,62,376.99,10,0.1
71,128,352.87,5,0.2
71,480,274.59,8,0.0
71,706,303.04,7,0.1
71,312,305.82,1,0.0
72,985,419.62,10,0.2
72,691,475.89,5,0.2
73,782,380.57,8,0.2
74,939,223.58,8,0.0
74,285,240.31,7,0.1
74,186,167.32,2,0.05
74,600,171.6,8,0.1
75,834,232.86,6,0.1
75,779,168.4,7,0.2
75,564,414.21,1,0.2
75,38,236.37,1,0.05
76,371,226.6,1,0.05
76,638,140.86,3,0.1
76,775,224.68,8,0.0
76,511,24.15,10,0.05
76,641,357.79,5,0.2
77,566,209.92,4,0.0
78,970,85.45,5,0.2
78,121,355.65,7,0.15
78,664,490.32,4,0.15
78,853,280.12,7,0.05
79,521,44.21,7,0.1
79,765,467.78,9,0.1
79,901,412.07,5,0.1
79,140,420.36,10,0.15
79,885,433.98,8,0.2
80,354,276.28,8,0.1
80,341,436.1,4,0.2
80,566,197.66,7,0.0
80,782,165.91,8,0.15
81,680,490.6,8,0.0
81,812,71.86,10,0.1
81,841,436.15,8,0.0
81,668,267.72,8,0.0
82,420,330.84,3,0.0
82,892,240.05,5,0.1
83,710,171.0,9,0.15
83,408,477.53,8,0.2
83,666,27.59,2,0.05
83,83,319.27,5,0.05
83,873,375.92,7,0.0
84,455,91.52,5,0.0
85,333,400.11,5,0.1
86,442,270.27,10,0.05
86,150,93.29,2,0.2
86,251,436.71,10,0.05
87,935,235.96,5,0.15
87,598,135.11,1,0.15
87,147,451.59,9,0.05
87,238,46.19,6,0.2
88,655,348.25,8,0.1
88,986,107.62,7,0.15
88,435,62.26,7,0.2
89,589,154.66,7,0.1
89,303,13.97,1,0.2
89,717,375.13,5,0.05
90,822,314.24,3,0.0
90,361,452.67,1,0.1
90,225,396.42,1,0.2
90,652,188.78,3,0.0
90,195,455.72,6,0.15
91,206,395.39,6,0.2
91,136,255.88,5,0.05
92,936,246.11,5,0.1
92,845,404.07,8,0.0
92,967,78.97,4,0.15
93,375,139.58,2,0.15
93,93,190.61,5,0.2
93,810,196.7,6,0.0
93,405,340.67,8,0.0
93,15,313.58,9,0.1
94,227,237.49,5,0.15
94,664,67.17,1,0.0
94,65,159.14,8,0.0
94,651,57.62,9,0.05
94,844,200.44,6,0.2
95,602,443.85,2,0.15
95,761,311.67,5,0.0
95,745,348.24,4,0.15
95,159,227.9,4,0.1
96,703,189.99,6,0.0
97,283,475.02,8,0.0
97,195,334.76,10,0.0
97,992,34.78,6,0.05
97,126,494.52,10,0.05
98,850,384.93,4,0.2
99,833,124.17,3,0.2
99,891,11.39,3,0.05
100,257,434.56,3,0.0
100,818,185.54,4,0.2
100,179,168.65,3,0.1
100,113,35.68,7,0.2
100,677,65.69,2,0.15
101,797,63.44,9,0.05
101,371,473.25,1,0.2
101,526,157.8,1,0.0
101,608,499.31,7,0.15
102,503,359.08,8,0.0
103,330,308.07,2,0.05
104,640,278.69,6,0.15
104,649,497.37,9,0.1
104,600,232.32,10,0.15
105,813,353.87,9,0.05
106,463,176.08,8,0.15
106,910,213.83,2,0.1
106,234,219.11,5,0.1
106,424,477.26,8,0.0
107,852,51.83,7,0.0
108,832,39.39,9,0.2
108,134,171.53,2,0.15
108,570,183.26,7,0.0
109,615,60.76,9,0.05
109,320,85.82,8,0.05
109,361,425.16,6,0.2
110,118,291.31,7,0.2
110,781,487.53,10,0.2
110,286,340.74,9,0.0
111,952,24.19,5,0.1
111,674,461.55,6,0.0
111,850,98.89,3,0.2
111,711,332.1,2,0.05
111,274,373.07,1,0.0
112,221,87.13,5,0.1
112,386,390.65,10,0.2
112,430,51.63,1,0.05
112,465,87.13,10,0.0
112,350,340.24,5,0.15
113,498,143.85,9,0.0
113,622,179.13,2,0.1
113,453,342.33,10,0.15
113,425,268.2,5,0.0
114,405,36.84,4,0.1
114,614,473.21,3,0.1
115,336,253.72,7,0.05
115,123,73.3,9,0.05
115,8,255.13,6,0.0
116,883,19.18,2,0.1
116,760,292.12,10,0.15
116,44,357.65,7,0.1
116,447,66.43,1,0.1
117,821,312.88,6,0.0
117,971,223.99,2,0.05
118,604,203.93,5,0.1
118,411,118.57,3,0.0
118,537,260.14,2,0.2
118,81,259.88,6,0.1
119,242,81.76,4,0.05
119,106,305.18,2,0.05
120,476,293.94,10,0.2
120,773,168.37,6,0.05
120,578,225.48,8,0.15
120,779,319.38,5,0.2
121,361,258.6,5,0.15
122,39,150.67,2,0.2
122,59,301.1,7,0.15
122,378,294.36,1,0.15
122,852,455.43,10,0.05
123,620,83.92,1,0.15
123,488,60.72,6,0.0
123,514,257.23,3,0.0
124,725,495.58,9,0.2
124,449,308.8,6,0.1
125,397,175.8,10,0.0
125,419,396.72,6,0.0
125,794,171.55,9,0.15
126,259,331.72,10,0.05
126,742,173.35,10,0.05
126,873,459.21,5,0.15
127,610,469.62,5,0.2
127,726,194.57,6,0.05
128,96,187.3,6,0.1
128,662,98.33,4,0.1
128,687,474.36,8,0.05
128,434,121.01,3,0.05
128,521,47.81,2,0.2
129,856,334.35,10,0.05
129,757,302.65,3,0.05
129,905,98.61,10,0.05
129,540,363.38,1,0.15
129,39,188.51,4,0.15
130,292,124.66,4,0.1
130,771,483.14,8,0.05
130,767,190.24,10,0.15
130,803,236.22,5,0.15
130,460,256.42,7,0.05
131,821,77.82,5,0.0
131,620,324.18,6,0.2
132,729,424.49,2,0.1
133,782,88.55,8,0.2
134,851,54.94,4,0.15
134,448,443.47,1,0.15
135,406,255.98,4,0.15
136,384,120.02,6,0.0
137,811,28.77,8,0.05
137,150,381.83,8,0.15
137,141,311.52,2,0.0
138,221,278.91,10,0.2
138,856,217.39,5,0.05
138,154,157.56,1,0.05
139,655,40.78,8,0.2
139,813,272.67,9,0.2
139,638,128.55,3,0.1
139,469,220.33,10,0.1
140,585,101.78,2,0.2
140,427,487.58,2,0.2
141,520,437.93,1,0.15
141,806,490.71,5,0.0
141,568,184.98,2,0.1
141,21,128.15,2,0.2
141,400,370.24,6,0.05
142,361,277.55,3,0.15
143,647,40.92,8,0.0
143,187,153.79,1,0.05
143,831,444.04,6,0.1
143,139,262.54,9,0.15
144,38,103.64,6,0.0
144,772,434.24,6,0.1
144,663,70.99,6,0.15
145,762,199.46,3,0.15
145,451,349.11,6,0.2
145,917,140.69,2,0.15
145,980,48.67,10,0.05
146,301,333.85,5,0.15
146,329,305.28,7,0.05
146,106,347.98,6,0.15
146,82,30.75,6,0.2
146,336,499.09,5,0.0
147,688,322.38,6,0.2
148,976,79.96,10,0.15
148,32,27.05,2,0.05
149,371,287.95,10,0.05
149,393,342.74,6,0.1
149,973,227.53,2,0.2
150,543,205.04,5,0.05
150,376,480.65,1,0.05
151,531,67.7,5,0.15
151,397,115.14,10,0.1
151,936,350.05,8,0.05
151,576,70.09,2,0.15
152,921,228.1,2,0.1
152,731,337.24,2,0.2
153,298,358.79,3,0.1
153,913,259.29,2,0.05
153,308,398.11,4,0.15
153,872,22.88,9,0.2
153,162,190.77,9,0.05
154,906,499.8,8,0.2
154,89,211.29,7,0.2
154,68,46.14,6,0.0
154,317,230.49,9,0.1
154,408,72.88,9,0.2
155,787,73.23,9,0.0
155,990,417.38,9,0.05
156,169,468.02,4,0.1
156,166,474.27,9,0.1
156,331,424.51,5,0.05
157,282,271.4,9,0.05
157,129,299.99,10,0.05
157,641,93.89,10,0.2
157,311,175.43,10,0.0
157,630,414.37,1,0.0
158,972,324.31,10,0.1
159,786,214.13,1,0.15
159,586,445.61,9,0.1
160,495,405.6,7,0.1
160,251,232.24,1,0.05
160,825,225.41,8,0.15
161,349,80.4,6,0.1
161,622,487.93,3,0.1
162,576,70.04,8,0.05
162,109,79.03,1,0.1
162,327,473.24,10,0.15
162,248,131.65,3,0.1
162,478,467.54,6,0.05
163,511,238.74,5,0.15
163,528,21.36,7,0.2
164,990,182.92,1,0.1
164,247,252.5,8,0.1
164,221,272.98,2,0.15
164,598,75.63,5,0.1
165,375,289.44,4,0.1
165,47,281.08,2,0.15
165,411,257.09,9,0.1
165,53,414.4,10,0.2
166,132,487.79,7,0.1
167,572,379.93,4,0.2
167,962,259.47,9,0.0
167,375,32.2,3,0.1
168,532,447.63,3,0.1
168,468,466.37,6,0.05
168,153,202.55,10,0.1
168,621,300.93,9,0.2
169,502,409.72,6,0.1
169,726,340.17,7,0.2
169,577,160.76,1,0.2
169,307,242.55,10,0.2
169,487,121.5,1,0.2
170,175,313.67,7,0.05
170,537,412.61,4,0.0
170,645,290.56,2,0.05
170,739,19.28,6,0.15
171,423,109.91,9,0.2
171,708,461.06,1,0.05
172,213,267.48,6,0.05
172,575,235.24,9,0.1
172,333,277.67,5,0.2
172,679,247.25,4,0.1
172,490,283.46,4,0.1
173,722,355.44,6,0.15
173,213,180.91,5,0.1
173,707,69.72,9,0.15
174,839,404.26,5,0.0
174,354,150.94,2,0.1
174,978,462.76,5,0.15
174,792,114.85,9,0.1
175,713,373.04,4,0.05
175,279,34.88,9,0.05
175,141,322.59,1,0.0
175,112,212.52,8,0.0
175,631,343.78,3,0.0
176,952,441.52,8,0.15
176,162,328.76,5,0.1
176,417,149.85,1,0.0
176,669,329.63,4,0.2
176,958,371.96,1,0.05
177,904,460.62,7,0.15
177,858,101.29,5,0.0
177,181,14.54,10,0.2
177,957,62.58,6,0.1
178,657,445.74,3,0.2
178,557,239.33,4,0.0
178,537,172.04,8,0.1
178,506,362.11,1,0.1
179,582,104.65,10,0.15
179,691,415.23,9,0.1
179,776,52.5,2,0.05
180,489,468.55,1,0.1
180,332,197.95,8,0.1
181,310,290.71,5,0.1
181,597,349.46,1,0.0
181,741,238.04,3,0.15
182,946,162.38,2,0.1
182,917,190.1,4,0.05
182,910,479.11,8,0.05
182,721,232.94,10,0.1
182,789,213.76,9,0.15
183,822,131.26,10,0.0
183,681,267.5,9,0.1
183,846,48.27,10,0.0
183,224,40.26,9,0.2
183,781,109.06,9,0.05
184,336,264.97,2,0.05
184,875,361.29,8,0.0
185,457,261.49,8,0.2
185,829,38.29,8,0.1
185,57,364.41,7,0.1
185,465,410.06,4,0.2
185,136,45.78,7,0.1
186,555,497.12,2,0.15
187,294,210.34,3,0.15
188,913,436.11,7,0.15
188,392,49.32,9,0.05
188,460,330.23,6,0.0
189,551,269.13,4,0.0
189,403,380.53,5,0.15
190,435,131.28,6,0.05
190,545,145.07,2,0.0
190,389,406.64,7,0.2
190,844,385.37,1,0.05
190,236,110.98,2,0.2
191,458,302.91,1,0.05
192,412,225.09,9,0.05
193,144,256.91,5,0.05
194,327,411.01,4,0.1
194,592,439.37,9,0.05
194,613,212.64,5,0.0
194,792,282.79,10,0.05
194,689,316.74,7,0.2
195,49,325.22,7,0.2
195,996,166.18,7,0.15
195,353,83.12,7,0.05
195,965,379.66,8,0.05
196,308,356.71,8,0.0
196,879,285.57,7,0.2
197,138,171.83,2,0.15
197,398,425.1,2,0.2
197,249,365.05,4,0.0
197,262,141.55,10,0.2
197,209,29.38,2,0.05
198,742,112.36,6,0.1
198,688,478.94,1,0.05
198,573,469.21,2,0.15
198,223,458.08,10,0.05
198,491,204.35,4,0.2
199,795,238.46,6,0.1
199,290,138.17,9,0.15
199,390,238.34,8,0.1
200,380,212.83,10,0.05
200,321,373.21,1,0.1
201,958,154.64,4,0.1
201,599,122.71,10,0.05
201,594,254.66,6,0.1
201,738,384.05,8,0.15
201,428,235.81,6,0.05
202,738,249.27,9,0.0
202,560,266.73,2,0.0
203,423,77.37,4,0.0
204,10,257.81,6,0.0
204,224,312.74,10,0.15
205,17,211.56,1,0.2
205,7,363.87,9,0.1
205,545,18.4,7,0.05
205,565,62.44,2,0.2
206,247,313.69,5,0.1
206,197,140.99,7,0.0
207,983,286.85,4,0.1
207,416,345.18,2,0.0
207,471,55.82,7,0.15
208,488,93.98,8,0.15
208,58,326.0,6,0.2
208,653,488.89,2,0.2
208,10,460.38,4,0.05
208,720,451.62,10,0.15
209,48,345.37,5,0.2
209,947,286.12,1,0.05
209,77,465.1,6,0.0
210,602,378.6,7,0.0
210,148,156.65,10,0.05
211,855,274.88,7,0.05
211,870,397.34,2,0.2
211,399,375.27,6,0.0
211,694,57.87,4,0.0
211,919,176.89,10,0.2
212,993,320.72,8,0.15
212,793,121.79,9,0.15
212,335,221.61,10,0.15
212,31,51.99,10,0.1
213,731,50.2,3,0.15
213,76,358.72,3,0.15
214,370,12.55,5,0.15
214,110,186.36,5,0.0
214,94,74.93,3,0.15
215,571,60.61,2,0.1
215,569,281.57,10,0.2
215,525,394.37,7,0.0
215,418,153.01,7,0.0
216,927,345.8,3,0.05
216,249,141.77,5,0.15
216,586,81.51,3,0.15
216,534,145.22,5,0.15
216,174,393.51,6,0.1
217,739,252.94,10,0.05
217,641,234.35,3,0.1
218,972,203.89,10,0.15
219,451,409.58,10,0.05
219,343,157.21,10,0.05
219,441,244.71,3,0.15
220,299,320.12,10,0.05
220,753,169.68,5,0.15
220,712,188.86,10,0.05
221,559,23.19,8,0.05
221,185,224.84,5,0.0
221,699,411.29,7,0.15
221,787,78.2,5,0.05
221,564,133.81,3,0.15
222,76,295.3,9,0.2
222,460,462.51,7,0.2
222,613,28.01,6,0.2
222,491,300.97,2,0.0
223,674,183.95,10,0.0
223,681,285.98,7,0.1
224,109,118.78,9,0.2
224,11,294.45,10,0.05
224,101,228.43,7,0.15
224,265,388.45,10,0.2
225,354,246.56,5,0.15
225,26,461.07,2,0.0
226,357,178.1,4,0.2
226,320,246.63,8,0.0
227,740,42.92,1,0.0
227,714,21.07,6,0.0
227,464,341.8,3,0.05
227,327,262.84,9,0.05
228,574,236.41,7,0.05
228,437,101.33,7,0.15
228,982,24.3,10,0.05
229,607,355.32,4,0.1
229,440,378.64,2,0.2
229,399,59.86,9,0.05
229,5,189.24,4,0.15
230,269,338.64,8,0.2
231,612,202.35,2,0.1
231,398,182.47,8,0.2
231,626,94.54,5,0.2
232,87,126.9,2,0.05
232,689,192.92,3,0.2
232,138,200.35,10,0.05
232,321,291.65,7,0.05
232,121,248.47,9,0.05
233,171,164.14,8,0.2
233,502,36.27,6,0.0
233,296,247.46,4,0.15
233,144,482.28,9,0.15
233,192,210.48,8,0.15
234,501,25.12,4,0.1
234,172,26.02,4,0.2
234,85,151.45,8,0.2
234,579,373.83,8,0.2
235,116,276.12,6,0.2
235,587,413.08,1,0.15
235,117,277.71,7,0.0
235,275,370.63,4,0.1
235,794,438.66,1,0.15
236,357,52.62,2,0.05
236,883,112.84,10,0.1
236,837,431.91,10,0.15
237,631,394.58,4,0.0
237,143,289.34,9,0.1
238,552,151.77,5,0.2
238,173,492.89,2,0.05
238,332,481.76,7,0.0
238,721,496.32,3,0.05
238,300,132.34,6,0.05
239,502,141.67,7,0.15
239,146,231.48,2,0.15
239,592,262.65,5,0.1
239,648,232.8,8,0.1
240,3,55.64,8,0.1
240,890,426.55,9,0.15
240,793,116.74,7,0.05
240,868,252.41,6,0.1
240,751,175.5,10,0.05
241,873,344.45,1,0.0
241,497,58.79,8,0.0
241,808,70.88,3,0.15
241,352,233.69,7,0.05
241,916,497.89,3,0.1
242,896,439.53,2,0.1
242,956,132.69,6,0.05
243,406,316.55,4,0.15
244,721,56.64,4,0.15
245,136,300.9,9,0.15
246,9,350.84,2,0.15
247,490,122.18,2,0.0
247,73,60.57,6,0.1
248,392,408.55,3,0.05
248,793,43.52,10,0.0
249,666,114.4,3,0.15
249,169,311.88,8,0.05
249,451,52.48,2,0.05
249,360,378.7,10,0.15
249,740,182.25,7,0.1
250,254,325.86,4,0.2
250,284,304.49,10,0.1
251,869,425.06,5,0.05
252,622,154.82,1,0.05
252,522,252.49,2,0.05
252,194,254.8,10,0.0
252,766,268.86,1,0.1
252,402,467.62,3,0.15
253,431,383.74,2,0.0
253,375,297.81,1,0.1
253,560,115.71,1,0.15
253,700,258.24,9,0.15
253,177,217.55,7,0.0
254,551,161.85,9,0.05
254,631,487.41,3,0.2
254,157,170.11,10,0.0
254,285,161.98,7,0.05
254,86,38.37,2,0.15
255,465,310.03,1,0.1
256,123,356.87,1,0.05
256,13,253.24,6,0.2
257,802,192.22,5,0.0
257,843,388.0,1,0.1
257,739,405.48,5,0.2
257,266,41.3,10,0.0
257,171,253.11,9,0.1
258,512,431.09,3,0.1
259,262,60.42,10,0.0
259,792,121.92,9,0.0
260,880,432.83,4,0.0
261,373,97.69,1,0.2
261,393,403.53,7,0.05
261,943,167.68,7,0.1
261,154,142.92,2,0.2
262,123,451.95,3,0.05
262,515,404.13,1,0.15
262,690,43.77,8,0.1
263,336,233.81,6,0.05
263,89,152.88,5,0.2
263,567,128.87,6,0.2
264,792,451.22,4,0.05
264,795,13.13,7,0.0
264,201,124.17,6,0.0
264,751,475.99,1,0.15
265,107,491.73,7,0.15
265,211,480.98,3,0.1
265,543,55.58,4,0.2
266,718,487.53,2,0.2
266,918,56.83,3,0.15
266,382,46.67,10,0.0
266,470,223.14,3,0.05
267,268,463.76,7,0.1
267,872,165.85,5,0.05
267,323,46.6,4,0.05
268,112,238.37,7,0.0
268,160,272.6,4,0.15
268,109,161.07,5,0.0
268,169,54.31,5,0.2
268,461,29.76,6,0.05
269,729,131.63,6,0.15
270,51,495.43,1,0.15
270,694,428.75,9,0.2
270,307,132.43,8,0.0
270,267,403.91,3,0.0
270,840,15.86,4,0.05
271,844,192.4,2,0.2
271,411,297.2,2,0.0
272,203,452.22,8,0.05
273,927,425.16,6,0.0
274,965,235.89,3,0.2
275,842,24.45,7,0.05
275,742,183.43,3,0.1
275,405,147.13,3,0.0
275,509,310.91,10,0.05
276,511,279.84,1,0.0
276,422,147.09,3,0.15
276,904,107.73,9,0.05
277,814,185.96,9,0.15
277,20,178.58,10,0.2
277,392,167.59,5,0.05
277,801,22.77,10,0.05
277,731,24.36,5,0.0
278,543,499.81,3,0.0
278,367,131.45,4,0.1
278,786,271.51,1,0.05
278,599,292.09,7,0.1
279,181,300.33,6,0.2
279,243,23.82,6,0.2
280,146,494.12,8,0.2
280,577,161.44,8,0.0
280,972,54.23,4,0.2
280,193,117.22,9,0.15
280,857,10.33,10,0.05
281,349,96.96,6,0.0
281,735,20.74,10,0.05
282,867,267.88,6,0.0
283,722,203.84,2,0.1
283,965,157.86,3,0.05
283,679,368.85,7,0.15
284,179,285.37,10,0.1
284,725,119.39,10,0.05
284,992,195.41,5,0.05
285,747,474.91,10,0.15
285,2,426.87,10,0.0
286,617,461.31,10,0.05
286,326,323.43,2,0.15
287,340,48.13,6,0.1
287,764,92.26,2,0.1
288,12,349.66,6,0.1
288,272,395.64,1,0.0
288,215,199.11,7,0.05
288,256,443.43,8,0.15
289,560,416.12,10,0.05
289,385,89.7,2,0.0
289,104,154.51,6,0.1
290,76,177.49,7,0.05
291,561,471.5,2,0.1
292,629,221.35,3,0.2
292,915,445.98,3,0.0
292,495,59.62,4,0.05
292,722,210.55,9,0.2
292,32,139.98,5,0.1
293,99,202.52,9,0.15
293,51,85.26,6,0.0
294,90,316.29,8,0.05
294,302,57.52,4,0.05
294,844,322.71,2,0.15
294,678,423.45,5,0.15
295,501,54.66,9,0.15
295,917,100.59,7,0.1
295,677,101.43,1,0.1
295,272,225.47,5,0.05
296,578,378.6,2,0.0
296,64,337.39,9,0.15
296,155,485.65,10,0.05
297,63,215.13,9,0.15
297,861,290.63,4,0.15
297,397,156.44,7,0.0
297,839,256.03,9,0.2
297,536,341.99,10,0.05
298,973,381.02,3,0.05
299,828,71.83,7,0.0
299,198,494.26,7,0.05
300,855,136.36,2,0.0
300,610,200.17,7,0.2
301,878,234.5,1,0.2
301,283,297.91,7,0.0
301,533,213.08,3,0.2
302,597,463.21,10,0.0
302,777,395.02,9,0.1
302,988,440.17,5,0.15
302,963,330.85,10,0.2
302,103,241.79,3,0.1
303,148,349.89,1,0.15
303,634,445.89,6,0.05
303,624,34.15,8,0.1
303,698,449.55,1,0.1
304,319,250.89,2,0.05
304,288,75.85,8,0.1
304,864,142.02,7,0.2
305,193,226.44,7,0.15
306,889,397.83,2,0.1
306,383,357.69,7,0.05
306,841,392.45,9,0.2
306,58,24.18,4,0.05
306,528,420.12,4,0.0
307,52,107.56,6,0.15
307,941,257.51,2,0.0
307,370,128.55,8,0.2
307,722,228.59,8,0.2
308,359,136.74,2,0.1
308,353,23.45,1,0.05
308,168,428.37,4,0.05
308,858,327.22,4,0.1
308,916,329.28,9,0.0
309,486,456.64,3,0.2
310,230,133.67,5,0.1
311,917,234.91,4,0.15
311,386,158.05,9,0.2
311,873,204.6,2,0.0
311,358,260.64,6,0.2
312,624,246.05,6,0.1
312,290,323.89,5,0.1
312,306,331.5,5,0.05
312,701,83.47,4,0.0
312,111,404.66,10,0.15
313,698,22.47,8,0.1
313,144,137.12,7,0.15
313,739,200.25,1,0.2
314,836,118.96,9,0.15
314,195,454.2,6,0.2
314,352,157.1,3,0.2
314,744,98.76,2,0.15
314,731,72.69,5,0.2
315,970,450.8,2,0.05
315,697,184.09,5,0.15
316,381,154.09,2,0.15
316,267,36.3,10,0.2
316,600,472.71,2,0.15
317,513,435.07,7,0.2
317,123,156.19,1,0.05
318,206,210.5,10,0.15
318,351,80.18,3,0.0
319,341,320.9,1,0.15
319,647,144.03,3,0.2
319,182,384.6,8,0.0
319,321,73.41,7,0.15
320,440,12.29,9,0.05
320,989,368.02,1,0.1
320,489,380.86,9,0.05
320,393,18.78,1,0.05
321,711,178.73,3,0.0
321,899,197.94,10,0.1
322,67,32.4,5,0.15
322,844,366.64,10,0.2
323,445,497.78,6,0.15
323,910,186.03,4,0.05
323,704,474.56,7,0.0
324,230,492.59,4,0.0
324,745,298.95,3,0.0
325,729,28.31,5,0.2
325,667,315.34,10,0.0
325,812,334.37,1,0.0
326,427,227.71,2,0.2
327,486,110.69,1,0.1
327,719,216.23,2,0.2
327,157,142.29,10,0.05
328,851,362.2,2,0.1
328,921,65.87,2,0.15
328,108,107.34,4,0.1
328,524,417.43,4,0.1
329,303,253.21,4,0.15
